Service,URL,Express Route,Category,Required
"Microsoft 365 Common and Office Online",crl.globalsign.net,False,Default,True
"Microsoft 365 Common and Office Online",crl.identrust.com,False,Default,True
"Microsoft 365 Common and Office Online",crl.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",crl3.digicert.com,False,Default,True
"Microsoft 365 Common and Office Online",crl4.digicert.com,False,Default,True
"Microsoft 365 Common and Office Online",evintl-aia.verisign.com,False,Default,True
"Microsoft 365 Common and Office Online",evintl-crl.verisign.com,False,Default,True
"Microsoft 365 Common and Office Online",evintl-ocsp.verisign.com,False,Default,True
"Microsoft 365 Common and Office Online",evsecure-aia.verisign.com,False,Default,True
"Microsoft 365 Common and Office Online",evsecure-crl.verisign.com,False,Default,True
"Microsoft 365 Common and Office Online",evsecure-ocsp.verisign.com,False,Default,True
"Microsoft 365 Common and Office Online",isrg.trustid.ocsp.identrust.com,False,Default,True
"Microsoft 365 Common and Office Online",mscrl.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",ocsp.digicert.com,False,Default,True
"Microsoft 365 Common and Office Online",ocsp.entrust.net,False,Default,True
"Microsoft 365 Common and Office Online",ocsp.globalsign.com,False,Default,True
"Microsoft 365 Common and Office Online",ocsp.int-x3.letsencrypt.org,False,Default,True
"Microsoft 365 Common and Office Online",ocsp.msocsp.com,False,Default,True
"Microsoft 365 Common and Office Online",ocsp.omniroot.com,False,Default,True
"Microsoft 365 Common and Office Online",ocsp2.globalsign.com,False,Default,True
"Microsoft 365 Common and Office Online",ocspx.digicert.com,False,Default,True
"Microsoft 365 Common and Office Online",s1.symcb.com,False,Default,True
"Microsoft 365 Common and Office Online",s2.symcb.com,False,Default,True
"Microsoft 365 Common and Office Online",sa.symcb.com,False,Default,True
"Microsoft 365 Common and Office Online",sd.symcb.com,False,Default,True
"Microsoft 365 Common and Office Online",secure.globalsign.com,False,Default,True
"Microsoft 365 Common and Office Online",sr.symcb.com,False,Default,True
"Microsoft 365 Common and Office Online",sr.symcd.com,False,Default,True
"Microsoft 365 Common and Office Online",su.symcb.com,False,Default,True
"Microsoft 365 Common and Office Online",su.symcd.com,False,Default,True
"Microsoft 365 Common and Office Online",vassg142.crl.omniroot.com,False,Default,True
"Microsoft 365 Common and Office Online",vassg142.ocsp.omniroot.com,False,Default,True
"Microsoft 365 Common and Office Online",www.digicert.com,False,Default,True
"Microsoft 365 Common and Office Online",www.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",officespeech.platform.bing.com,False,Default,False
"Skype for Business Online and Microsoft Teams",*.skype.com,False,Default,True
"Microsoft 365 Common and Office Online",*.config.office.net,False,Default,True
"Microsoft 365 Common and Office Online",*.manage.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",*.loki.delve.office.com,False,Default,True
"Microsoft 365 Common and Office Online",loki.delve.office.com,False,Default,True
"Microsoft 365 Common and Office Online",loki.delve-gcc.office.com,False,Default,True
"Microsoft 365 Common and Office Online",lpcres.delve.office.com,False,Default,True
"Exchange Online",*.measure.office.com,False,Default,False
"Skype for Business Online and Microsoft Teams",statics.teams.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",*.office.com,False,Default,True
"Microsoft 365 Common and Office Online",cdnprod.myanalytics.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",myanalytics.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",myanalytics-gcc.microsoft.com,False,Default,True
"Microsoft 365 Common and Office Online",workplaceanalytics.cdn.office.net,False,Default,True
"Microsoft 365 Common and Office Online",workplaceanalytics.office.com,False,Default,True
"Microsoft 365 Common and Office Online",*.officeconfig.msocdn.com,False,Default,False
"Microsoft 365 Common and Office Online",config.office.com,False,Default,False
